序号,站点名称,所在设区市,所在县(市、区),流域,水系,水体,检测时间,水温(℃),pH,溶解氧(mg/L),浊度(NTU),电导率(uS/cm),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
189,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-08 20,13.1,8.22,13.44,6.8,219.5,1.7,0.03,0.031,1.3
190,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-08 21,12.8,8.18,13.72,7.9,220.2,,,,
191,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-08 22,13.1,8.17,13.55,7.6,220.1,,,,
192,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-08 23,13.0,8.15,13.4,7.2,220.5,,,,
193,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 00,13.1,8.13,13.18,6.2,220.5,1.6,0.03,0.019,1.46
194,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 01,12.9,8.1,13.54,7.2,221.0,,,,
195,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 02,13.0,8.09,13.29,7.0,221.3,,,,
196,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 03,13.0,8.07,13.38,7.1,221.3,,,,
197,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 04,13.0,8.06,12.74,5.8,221.0,1.6,0.03,0.018,1.53
198,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 05,12.8,8.04,13.42,7.2,221.6,,,,
199,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 06,12.7,8.19,13.83,8.5,220.8,,,,
200,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 07,12.6,8.19,13.86,8.6,220.8,,,,
201,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 08,12.5,8.18,13.6,7.5,220.3,1.6,0.05,0.021,1.27
202,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 09,12.4,8.17,13.71,8.4,220.6,,,,
203,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 10,12.6,8.19,13.61,8.5,220.3,,,,
204,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 11,12.6,8.14,13.61,8.0,220.8,,,,
205,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 12,12.6,8.14,13.55,7.7,220.2,0.8,0.03,0.023,1.23
206,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 13,12.4,8.11,13.75,8.1,220.5,,,,
207,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 14,12.4,8.1,13.65,8.4,219.9,,,,
208,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 15,12.5,8.09,13.62,8.0,220.7,,,,
209,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 16,12.5,8.08,13.12,7.0,220.7,1.7,0.03,0.025,1.33
210,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 17,12.3,8.06,13.42,7.9,221.3,,,,
211,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 18,12.4,8.05,13.57,8.0,221.3,,,,
212,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 19,12.5,8.04,13.3,7.7,221.5,,,,
213,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 20,12.6,8.04,13.09,7.1,221.0,1.5,0.03,0.028,1.24
214,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 21,12.3,8.01,13.5,8.5,221.7,,,,
215,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 22,12.5,8.01,13.24,7.4,221.6,,,,
216,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-09 23,12.5,8.0,13.18,7.2,221.7,,,,
217,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 00,12.6,7.99,12.73,6.3,221.5,1.6,0.04,0.025,1.32
218,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 01,12.4,7.97,13.29,7.8,222.1,,,,
219,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 02,12.5,7.97,13.09,6.8,221.9,,,,
220,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 03,12.5,7.96,13.29,7.2,221.8,,,,
221,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 04,12.6,7.97,12.57,6.1,221.5,1.5,0.03,0.019,1.55
222,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 05,12.4,7.95,13.2,7.4,222.0,,,,
223,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 06,12.5,7.95,13.24,7.1,222.0,,,,
224,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 07,12.5,7.94,13.2,7.4,222.0,,,,
225,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 08,12.3,8.08,13.01,7.6,216.3,1.6,0.05,0.023,1.33
226,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 09,12.0,8.1,14.19,10.1,215.0,,,,
227,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 10,12.2,8.12,13.99,10.3,211.8,,,,
228,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 11,12.3,8.14,14.16,9.2,209.7,,,,
229,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 12,12.3,8.14,13.4,7.2,209.8,1.6,,0.043,1.19
230,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 13,12.2,8.1,13.7,8.3,210.0,,,,
231,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 14,12.4,8.1,13.4,8.2,210.0,,,,
232,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 15,12.4,8.09,13.32,8.0,210.4,,,,
233,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 16,12.3,8.08,12.94,6.9,210.7,1.4,,,1.48
234,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 17,12.2,8.07,13.31,8.0,211.2,,,,
235,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 18,12.5,8.05,13.15,7.7,211.0,,,,
236,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 19,12.5,8.04,13.07,7.3,211.3,,,,
237,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 20,12.4,8.03,12.96,6.9,211.3,1.5,,0.049,1.38
238,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 21,12.2,8.02,13.19,7.6,211.5,,,,
239,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 22,12.5,8.01,13.29,7.8,211.7,,,,
240,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-10 23,12.5,8.01,13.26,7.9,211.8,,,,
241,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 00,12.4,7.99,12.81,6.4,211.7,1.4,0.03,0.028,1.38
242,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 01,12.2,7.98,13.48,9.0,212.0,,,,
243,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 02,12.5,7.97,13.0,7.0,211.6,,,,
244,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 03,12.5,7.98,12.92,7.0,211.9,,,,
245,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 04,12.4,7.97,12.69,6.3,211.9,1.5,0.04,0.009,1.11
246,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 05,12.3,7.95,12.95,6.8,212.4,,,,
247,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 06,12.6,7.95,13.13,7.2,212.2,,,,
248,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 08,12.5,7.95,12.33,5.6,211.9,1.5,0.04,0.034,1.35
249,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 09,12.3,7.94,12.98,6.5,212.4,,,,
250,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 10,12.5,7.94,12.71,6.2,212.2,,,,
251,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 11,12.6,7.93,12.85,6.9,212.3,,,,
252,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 12,12.5,7.93,12.52,6.2,212.2,1.5,0.04,0.048,1.27
253,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 13,12.3,7.9,13.35,8.7,212.4,,,,
254,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 14,12.5,7.92,12.87,7.0,212.3,,,,
255,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 15,12.5,7.92,12.89,6.9,212.7,,,,
256,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 16,12.4,7.91,12.37,6.2,212.1,1.5,0.03,0.019,1.26
257,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 17,12.3,7.9,12.72,6.4,212.6,,,,
258,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 18,12.4,7.91,12.79,6.8,212.7,,,,
259,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 19,12.4,7.9,12.81,6.9,212.4,,,,
260,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 20,12.4,7.9,12.34,6.0,212.4,1.5,0.04,0.021,1.25
261,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 21,12.3,7.89,12.69,6.6,212.6,,,,
262,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 22,12.4,7.89,12.81,6.7,212.7,,,,
263,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-11 23,12.4,7.88,12.89,6.5,212.6,,,,
264,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 00,12.4,7.88,12.21,5.9,212.4,1.5,0.04,0.02,1.55
265,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 01,12.2,7.87,12.65,6.8,213.0,,,,
266,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 02,12.3,7.87,12.77,6.8,212.9,,,,
267,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 03,12.3,7.88,12.64,6.4,212.7,,,,
268,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 04,12.4,7.86,11.9,5.8,212.6,1.5,0.04,0.009,1.32
269,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 05,12.2,7.86,12.54,6.2,212.8,,,,
270,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 06,12.3,7.86,12.97,7.3,212.9,,,,
271,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 07,12.2,7.86,12.64,6.3,213.2,,,,
272,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 08,12.4,7.85,11.83,5.8,212.8,1.4,0.07,0.026,1.18
273,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 09,12.1,7.96,12.9,8.6,213.3,,,,
274,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 10,12.0,8.04,13.61,9.3,211.9,,,,
275,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 11,12.1,8.05,13.43,9.0,210.9,,,,
276,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 12,12.0,8.07,13.04,7.2,210.4,1.5,0.03,0.025,1.18
277,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 13,11.9,8.07,13.71,8.5,210.6,,,,
278,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 14,12.2,8.06,13.35,8.7,210.5,,,,
279,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 15,12.2,8.05,13.41,8.9,210.6,,,,
280,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 16,12.1,8.04,12.93,7.4,210.6,1.2,0.04,0.016,1.5
281,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 17,12.0,8.01,13.45,8.3,211.0,,,,
282,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 18,12.1,8.01,13.48,9.1,210.9,,,,
283,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 19,12.1,8.01,13.24,8.0,211.1,,,,
284,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 20,12.1,7.99,12.75,7.2,210.9,1.2,0.03,0.023,1.35
285,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 21,11.9,7.98,13.21,7.9,211.4,,,,
286,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 22,12.1,7.98,13.19,8.2,211.2,,,,
287,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-12 23,12.1,7.97,13.2,7.9,211.6,,,,
288,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 00,12.1,7.96,12.8,7.1,211.3,1.2,0.04,0.02,1.29
289,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 01,11.9,7.95,13.24,7.6,211.9,,,,
290,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 02,12.0,7.95,13.42,8.0,211.9,,,,
291,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 03,11.9,7.94,13.19,7.7,211.8,,,,
292,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 04,12.0,7.93,12.49,6.5,211.5,1.2,0.04,0.047,1.59
293,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 05,11.8,7.92,13.26,7.3,211.8,,,,
294,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 06,11.8,7.92,13.25,7.8,212.0,,,,
295,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 08,12.0,7.92,12.34,6.4,211.7,1.2,0.04,0.022,1.34
296,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 09,11.8,7.91,12.82,6.9,212.2,,,,
297,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 10,11.9,7.91,12.82,7.0,212.1,,,,
298,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 11,12.1,7.91,12.92,7.0,211.9,,,,
299,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 12,12.2,7.9,12.49,6.5,211.8,1.1,0.04,0.023,1.3
300,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 13,12.1,7.9,12.81,6.9,211.9,,,,
301,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 14,12.2,7.89,12.8,7.3,211.9,,,,
302,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 15,12.3,7.89,12.72,6.8,211.9,,,,
303,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 16,12.2,7.9,12.4,6.4,211.9,1.1,0.04,0.023,1.49
304,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 17,12.0,7.86,13.51,7.1,209.5,,,,
305,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 18,11.9,7.88,12.97,7.0,212.1,,,,
306,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 19,11.9,7.88,13.24,7.4,212.5,,,,
307,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 20,12.1,7.87,12.15,6.3,211.9,1.2,0.04,0.0,1.21
308,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 21,11.9,7.87,12.71,6.9,212.2,,,,
309,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 22,11.9,7.87,12.84,7.1,212.1,,,,
310,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-13 23,11.9,7.86,13.11,7.5,212.3,,,,
311,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 14,12.1,7.72,12.06,6.4,215.8,,,,
312,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 15,11.9,7.72,12.57,8.0,215.6,,,,
313,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 16,12.2,7.72,10.8,5.6,215.3,1.3,0.03,0.007,1.36
314,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 17,12.0,7.72,11.8,6.2,215.8,,,,
315,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 18,11.9,7.72,12.6,8.0,215.9,,,,
316,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 19,12.0,7.71,12.39,7.3,216.0,,,,
317,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 20,12.3,7.72,10.91,5.8,215.6,1.2,0.03,0.027,1.35
318,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 21,12.0,7.71,11.47,6.0,216.0,,,,
319,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 22,11.9,7.72,11.81,5.7,216.2,,,,
320,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-16 23,11.9,7.72,12.06,6.1,216.2,,,,
321,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 00,12.3,7.71,10.85,5.8,215.9,1.2,0.03,0.025,1.38
322,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 01,12.0,7.69,11.46,6.0,216.4,,,,
323,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 02,11.9,7.71,11.78,6.1,216.4,,,,
324,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 03,11.9,7.71,12.07,6.2,216.5,,,,
325,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 04,12.2,7.7,10.54,5.8,216.1,1.1,0.03,0.023,1.48
326,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 05,12.0,7.7,11.6,6.1,216.6,,,,
327,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 06,11.9,7.7,11.94,6.8,216.7,,,,
328,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 07,11.9,7.7,11.69,6.1,216.8,,,,
329,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 08,12.3,7.7,10.76,5.9,216.3,1.1,0.05,0.018,1.5
330,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 09,12.0,7.69,11.5,5.9,216.7,,,,
331,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 10,11.9,7.7,12.16,6.3,217.0,,,,
332,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 11,12.0,7.7,12.53,7.2,217.0,,,,
333,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 12,12.3,7.69,10.7,5.7,216.4,1.1,0.03,0.024,1.45
334,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 13,12.2,7.68,11.36,5.9,216.7,,,,
335,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 14,12.1,7.7,11.7,6.0,216.8,,,,
336,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 15,12.1,7.7,11.99,5.7,217.0,,,,
337,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 16,12.3,7.69,10.43,5.4,216.5,1.0,0.03,0.027,1.62
338,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 17,12.1,7.69,11.68,6.3,217.0,,,,
339,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 18,11.9,7.69,12.1,6.0,217.3,,,,
340,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 19,11.9,7.69,12.07,6.3,217.2,,,,
341,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 20,12.3,7.68,10.38,5.7,216.6,1.0,0.03,0.054,1.44
342,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 21,12.0,7.69,11.72,6.1,217.2,,,,
343,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 22,11.9,7.69,12.46,7.3,217.3,,,,
344,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-17 23,11.9,7.69,12.05,5.9,217.2,,,,
345,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 00,12.3,7.68,10.37,5.6,216.9,1.0,0.03,0.007,1.43
346,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 01,12.0,7.67,11.41,6.1,217.4,,,,
347,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 02,12.0,7.69,11.64,5.9,217.4,,,,
348,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 03,11.9,7.69,11.99,6.5,217.3,,,,
349,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 04,12.3,7.67,10.5,5.5,216.9,1.2,0.03,0.022,1.23
350,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 05,12.0,7.67,11.36,6.0,217.2,,,,
351,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 06,11.9,7.68,11.73,6.0,217.6,,,,
352,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 07,11.9,7.68,11.8,6.0,217.2,,,,
353,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 08,12.3,7.67,10.41,5.8,217.0,1.0,0.05,0.027,1.25
354,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 09,12.0,7.66,10.99,5.8,217.6,,,,
355,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 10,11.9,7.68,11.63,5.8,217.5,,,,
356,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 11,11.9,7.68,12.18,6.2,217.4,,,,
357,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 12,12.3,7.67,10.15,5.9,216.9,1.0,0.51,0.027,1.3
358,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 13,12.1,7.67,10.92,5.8,217.3,,,,
359,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 14,12.0,7.68,11.86,6.1,217.4,,,,
360,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 15,12.0,7.68,11.87,6.1,217.4,,,,
361,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 16,12.3,7.66,10.41,5.4,217.0,,0.04,0.007,
362,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 18,11.9,7.66,11.51,6.0,217.5,,,,
363,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 19,11.8,7.67,11.9,6.2,217.7,,,,
364,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 20,12.2,7.66,10.4,5.7,216.9,1.0,0.03,0.03,1.52
365,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 21,12.0,7.66,11.73,8.1,217.5,,,,
366,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 22,11.8,7.66,11.98,6.1,217.6,,,,
367,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-18 23,11.7,7.67,12.41,7.5,217.9,,,,
368,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 00,12.2,7.65,10.39,6.2,217.0,1.2,0.03,0.025,1.23
369,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 01,12.0,7.65,11.48,6.2,217.6,,,,
370,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 02,11.8,7.67,11.73,6.1,217.6,,,,
371,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 03,11.7,7.67,11.7,6.1,217.8,,,,
372,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 04,12.2,7.66,10.25,6.0,216.9,1.1,0.03,0.023,1.29
373,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 05,12.0,7.65,11.48,6.1,217.6,,,,
374,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 06,11.7,7.66,12.48,7.5,217.7,,,,
375,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-01-19 07,11.7,7.66,12.43,7.5,217.7,,,,
